名称,经度,纬度,类别,地址,POI类型,评分,人均消费
王记包子(汉祥街店),126.619453,45.740363,餐饮,汉祥街94号(西大桥地铁站2b口步行150米),餐饮服务;中餐厅;中餐厅,4.0,11.00
艺香包子(桦树街店),126.702311,45.788377,餐饮,桦树街130号,餐饮服务;餐饮相关场所;餐饮相关,4.0,12.00
郝记包子砂锅坛肉(安升街店),126.618517,45.758667,餐饮,安化街75号安化北段社区,餐饮服务;餐饮相关场所;餐饮相关,3.8,20.00
放心早餐,126.352388,45.376379,餐饮,魁星家园小4号门市,餐饮服务;中餐厅;中餐厅,4.0,21.00
沈老头包子(早市店),127.155957,44.924546,餐饮,鸿霖小区1号楼13号商服,餐饮服务;中餐厅;中餐厅,4.1,9.00
辛旺花样早餐,126.722424,45.774304,餐饮,东棵街14号,餐饮服务;中餐厅;中餐厅,3.9,13.00
华莱士·全鸡汉堡(哈尔滨民生尚都小区店),126.515568,45.720846,餐饮,新发镇群力第六大道4121号B区27栋1-3层9号商服,餐饮服务;快餐厅;快餐厅,4.1,18.00
钱雨早餐店,126.646648,45.781682,餐饮,南小六道街115号,餐饮服务;中餐厅;中餐厅,3.9,[]
张记包子(士课街店),126.660701,45.749978,餐饮,士课街23-3号,餐饮服务;中餐厅;中餐厅,4.0,7.00
早相逢早餐(金马花园店),126.580869,45.886576,餐饮,和谐路金马花园1号门市,餐饮服务;快餐厅;快餐厅,4.1,15.00
汇百艺包子铺(大民兴街店),126.613192,45.744660,餐饮,大民兴街246号,餐饮服务;中餐厅;中餐厅,3.9,10.00
二两包子铺(哈尔滨万达华府店),126.616334,45.572810,餐饮,万达华府E区,餐饮服务;快餐厅;快餐厅,4.1,13.00
蒸鲜牛包子(竹林小区店),126.654888,45.795463,餐饮,北18道街128号,餐饮服务;餐饮相关场所;餐饮相关,3.9,13.00
艺香包子(清滨路店),126.619395,45.733698,餐饮,八一新邨-南区西北2门东北90米,餐饮服务;中餐厅;中餐厅,3.9,[]
城邦早餐(青年城邦店),126.666666,45.794805,餐饮,振江二道街66号,餐饮服务;快餐厅;快餐厅,3.9,14.00
天津包子(城安小区店),126.562329,45.714411,餐饮,城安小区东南1门旁,餐饮服务;中餐厅;中餐厅,3.2,16.00
明悦包子(新华街店),126.589519,45.737140,餐饮,新华街112号,餐饮服务;中餐厅;中餐厅,3.9,12.00
鑫鹏包子铺(恒大御景湾店),126.680253,45.702575,餐饮,恒大御景湾一期北门东100米,餐饮服务;中餐厅;中餐厅,3.9,13.00
麦多面馆(红河新区七街区店),126.692879,45.782719,餐饮,红河7街区701栋2单元1层1号,餐饮服务;中餐厅;中餐厅,3.5,11.00
二姑包子(振兴大街店),128.041114,45.954089,餐饮,木兰镇民主街五委二十九,餐饮服务;快餐厅;快餐厅,3.9,21.00
安心包子(凤凰城小区店),126.658138,45.785394,餐饮,南十六道街139号,餐饮服务;餐饮相关场所;餐饮相关,3.9,9.00
呦呦包子(金泰店),127.393616,46.083073,餐饮,北直路与龙江路交叉口西140米,餐饮服务;中餐厅;中餐厅,4.0,[]
百姓包子(健兴路店),126.628702,45.683080,餐饮,健兴路109号,餐饮服务;餐饮相关场所;餐饮相关,3.9,12.00
哈特包子面馆(海的梦公寓店),129.565731,46.311486,餐饮,通江路南花园小区906,餐饮服务;中餐厅;中餐厅,3.8,13.00
沈老头包子(乐水街店),126.608473,45.984404,餐饮,三道街551斜对面,餐饮服务;中餐厅;中餐厅,4.0,18.00
满福包子,126.655805,45.756684,餐饮,永和街15号,餐饮服务;餐饮相关场所;餐饮相关,4.0,[]
顺心包子坊(溪水湾店),126.603245,45.886520,餐饮,溪水湾2号门,餐饮服务;快餐厅;快餐厅,3.8,9.00
味美多早餐盒饭,127.176597,46.149979,餐饮,园丁小区西北门东220米,餐饮服务;餐饮相关场所;餐饮相关,3.5,12.00
阳光早餐工程(太平大街店),126.686597,45.789491,餐饮,太平大街157号,餐饮服务;中餐厅;中餐厅,4.1,13.00
董记南京小笼包子快餐店,126.579341,45.699119,餐饮,哈尔滨大街527-14号,餐饮服务;餐饮相关场所;餐饮相关,4.2,18.00
包子王(哈铁文化小区店),126.660324,45.773035,餐饮,东大直街69号,餐饮服务;餐饮相关场所;餐饮相关,4.0,14.00
喜铺破包子(泓霖观天下店),127.157074,44.928026,餐饮,五常镇文苑路五常第一中学校西侧200米,餐饮服务;快餐厅;快餐厅,4.2,10.00
姐妹包子(阳明街),126.603266,45.754423,餐饮,阳明街25-1号,餐饮服务;中餐厅;中餐厅,4.1,47.00
早见面早餐,126.637869,45.772595,餐饮,南极三道街副17-15号,餐饮服务;中餐厅;中餐厅,3.9,14.00
百姓包子(三环信息苑店),126.624310,45.663050,餐饮,学府路392-13号,餐饮服务;餐饮相关场所;餐饮相关,4.1,11.00
家门口面馆(华山小区店),126.685541,45.763725,餐饮,辽河路173号,餐饮服务;中餐厅;中餐厅,3.9,15.00
杨大包子(文和家园店),126.651491,45.739393,餐饮,文化街97-5,餐饮服务;餐饮相关场所;餐饮相关,4.1,12.00
袁记包子(红河一街区店),126.681335,45.785000,餐饮,红河一街区8栋1层9,餐饮服务;餐饮相关场所;餐饮相关,4.2,17.00
伟华早餐馆(亿兴花园店),126.609877,45.986579,餐饮,新民街中行楼4-1-4,餐饮服务;中餐厅;中餐厅,3.8,14.00
蒸美味包子(电车小区店),126.616416,45.736961,餐饮,清通街51号电车小区,餐饮服务;餐饮相关场所;餐饮相关,4.2,21.00
婕悦早餐店,126.770485,45.746111,餐饮,新松茂樾山小区二期金香西路126号,餐饮服务;中餐厅;特色/地方风味餐厅,4.1,9.00
小雨阳早餐店,126.684787,45.701757,餐饮,通乡街178号(进乡街地铁站1号口步行330米),餐饮服务;中餐厅;中餐厅,3.8,17.00
哈鑫鹏包子(红专街早市店),126.615733,45.772528,餐饮,红专街副48号红专小区,餐饮服务;中餐厅;中餐厅,4.1,10.00
鑫鹏包子铺(金地峯范北区店),126.572182,45.692278,餐饮,金地峯范2-22门市,餐饮服务;餐饮相关场所;餐饮相关,4.1,9.00
蒸福大包子(自建小区店),126.667767,45.586610,餐饮,南厂自建小区259楼3单元103室,餐饮服务;快餐厅;快餐厅,4.0,[]
喜铺破包子(兰河名苑店),126.597691,45.978870,餐饮,幸福街兰河名苑3号-A楼1层106号,餐饮服务;快餐厅;快餐厅,3.9,16.00
笨巧手早餐(大正·澜庭店),126.638817,45.841016,餐饮,松浦大道3100号,餐饮服务;餐饮相关场所;餐饮相关,4.0,15.00
福家和包子铺(宜园小区店),126.653315,45.766254,餐饮,辽阳街与东大直街交叉口南20米,餐饮服务;中餐厅;中餐厅,3.7,14.00
百味居包子(红星凯悦店),126.555533,45.668583,餐饮,王岗镇红星凯悦21栋1层1号,餐饮服务;中餐厅;中餐厅,4.0,13.00
德福包子铺(奥林小镇店),126.545558,45.822103,餐饮,龙川路289号商服,餐饮服务;快餐厅;快餐厅,4.0,23.00
红珠手擀面馆(旭升街店),126.671619,45.714774,餐饮,旭升街151号,餐饮服务;中餐厅;中餐厅,4.0,[]
艺香包子(北十二道街店),126.649961,45.788150,餐饮,北十二道街20号(清真寺地铁站2号口步行80米),餐饮服务;中餐厅;中餐厅,3.9,[]
大众早餐小吃,127.158577,45.756290,餐饮,哈同公路与宾富路交叉口西南40米,餐饮服务;快餐厅;快餐厅,3.6,16.00
早尚好早餐,128.383515,44.956733,餐饮,正阳路和中心路的交叉口附近,餐饮服务;中餐厅;中餐厅,3.6,10.00
包子王(万达华府C区店),126.615241,45.573794,餐饮,哈南九路82号C8栋1层2号,餐饮服务;快餐厅;快餐厅,3.8,14.00
海艳破包子,126.496939,45.807555,餐饮,世林路与恒源街交叉口西40米,餐饮服务;中餐厅;中餐厅,3.9,9.00
万家香早餐,126.682037,45.723519,餐饮,消防胡同12-6,餐饮服务;中餐厅;中餐厅,3.9,14.00
破包子(煤建胡同店),127.487052,45.757237,餐饮,煤建胡同破包子铺(煤建胡同店),餐饮服务;中餐厅;中餐厅,4.2,14.00
包子王(中海时代店),126.503986,45.718550,餐饮,群力第六大道4746号(中海时代店),餐饮服务;餐饮相关场所;餐饮相关,3.9,[]
私家包子店(都市庄园店),126.612416,45.771847,餐饮,中央大街地铁站3号口步行470米,餐饮服务;中餐厅;中餐厅,3.9,20.00
笨巧手包子·粥(亚麻街店),126.667111,45.734642,餐饮,民生老年公寓东北2门北50米,餐饮服务;餐饮相关场所;餐饮相关,4.0,[]
王妈早餐(红星凯悦店),126.557376,45.669035,餐饮,王岗镇红星花园小区C区17栋001层2号车库,餐饮服务;中餐厅;中餐厅,4.1,10.00
麦田早餐,126.674812,45.590024,餐饮,东升街8号,餐饮服务;中餐厅;中餐厅,3.7,[]
御福包子铺(公园小区店),126.682553,45.723949,餐饮,珑瑞小区中区北2门旁,餐饮服务;中餐厅;中餐厅,3.8,14.00
回口包子羊汤烩面,126.687382,45.724262,餐饮,香坊大街香武胡同回口包子羊汤烩面,餐饮服务;中餐厅;清真菜馆,4.0,12.00
淮河早餐(辽河小区店),126.687750,45.761563,餐饮,淮河路325号,餐饮服务;快餐厅;快餐厅,3.9,[]
山东包子铺(下夹树街店),126.629972,45.752722,餐饮,下夹树街十八号,餐饮服务;中餐厅;中餐厅,3.8,9.00
晨雪早餐店(哈双北路),126.479173,45.698503,餐饮,达富路与薛程路交叉口西40米,餐饮服务;中餐厅;中餐厅,3.8,14.00
哈尔滨师大夜市,126.623726,45.727390,餐饮,文兴街和兴头道街街口南走三十米道东,餐饮服务;中餐厅;中餐厅,4.2,64.00
哈尔滨工大夜市,126.624204,45.726275,餐饮,文兴街与和兴三道街交叉口东120米,餐饮服务;中餐厅;中餐厅,4.4,[]
师大夜市,126.625032,45.729273,餐饮,文兴街与和兴小十一道街交口,餐饮服务;中餐厅;中餐厅,4.9,16.00
香坊夜市,126.681485,45.725385,餐饮,司徒街,餐饮服务;中餐厅;中餐厅,4.6,[]
学府四夜市,126.623871,45.704949,餐饮,学府东四道街366号,购物服务;特色商业街;特色商业街,4.7,33.00
草市街夜市(北兴教育园A区店),126.645289,45.778471,餐饮,北兴教育园A区西南门西北310米,餐饮服务;中餐厅;中餐厅,4.6,33.00
黑大夜市,126.615620,45.704111,餐饮,学府东四道街360号路口进入,餐饮服务;中餐厅;中餐厅,4.7,39.00
盛鑫夜市(盛鑫嘉园店),127.474633,45.760991,餐饮,大千路与北环西路交叉口南60米,购物服务;特色商业街;特色商业街,4.1,31.00
松北商大夜市,126.559950,45.820649,餐饮,学海街1号哈尔滨商业大学侧门外,购物服务;特色商业街;特色商业街,4.6,33.00
北七夜市(大观园小区店),126.642062,45.788718,餐饮,北七道街79号,购物服务;特色商业街;特色商业街,4.4,19.00
阎守一大腰子志华夜市店,126.550847,45.871126,餐饮,学院路二道街志华夜市,餐饮服务;中餐厅;中餐厅,4.4,31.00
横道街夜市,126.687023,45.724577,餐饮,横道街53-4号附近,餐饮服务;餐饮相关场所;餐饮相关,4.4,35.00
庆云晓春烤吧,126.979525,45.536961,餐饮,会宁路415号,餐饮服务;中餐厅;特色/地方风味餐厅,4.0,54.00
公司街夜市,126.641952,45.749065,餐饮,公司街27号,购物服务;特色商业街;特色商业街,4.5,18.00
安居夜市,126.562290,45.720702,餐饮,工农大街与安居街交叉口西20米,餐饮服务;餐饮相关场所;餐饮相关,4.5,[]
窑地街夜市,126.578669,45.727967,餐饮,迎宾小区一区北区西北门旁,餐饮服务;中餐厅;中餐厅,4.5,[]
北航夜市,126.611327,45.714762,餐饮,北航街与学府路交叉口西20米,餐饮服务;中餐厅;中餐厅,4.5,14.00
呼口大桥夜市,126.682668,45.932685,餐饮,张姐菜园子沙滩烧烤东北侧80米,餐饮服务;中餐厅;中餐厅,4.2,23.00
河清早市夜市,126.595940,45.755225,餐饮,河清街(副23-7号至河江街街口)20号-三电小区门前达道街3号至3-3号和36-9号至,购物服务;购物相关场所;购物相关场所,4.4,17.00
民安街早市夜市(聚贤花园店),126.608252,45.743845,餐饮,民安街(211号至225号)松拖小区3号楼小街,购物服务;综合市场;农副产品市场,4.4,18.00
测绘路夜市,126.624100,45.705601,餐饮,测绘路与学府东四道街交叉口,购物服务;特色商业街;特色商业街,4.4,[]
腾达夜市,126.296844,45.381388,餐饮,腾达大街与通达路交叉口东60米,餐饮服务;中餐厅;中餐厅,4.2,[]
方正夜市,128.833284,45.848648,餐饮,芙蓉小区,餐饮服务;中餐厅;中餐厅,4.2,46.00
夜市小吃坊(万达华府店),126.593367,45.700791,餐饮,万隆路13号37度便利店,餐饮服务;中餐厅;中餐厅,4.2,44.00
安华夜市(黎华小区B区店),126.673843,45.785848,餐饮,黎华小区B区(太平桥地铁站4A口步行260米),餐饮服务;中餐厅;中餐厅,4.2,[]
胖姐烧烤(群力第五大道夜市店),126.515377,45.723979,餐饮,群力第六大道4007号民生尚都和园,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,81.00
和兴十一道街夜市(金洋馨园店),126.609525,45.726725,餐饮,和兴十一道街与康宁四道街交叉口北20米,购物服务;特色商业街;特色商业街,4.2,28.00
军安夜市,126.640185,45.688660,餐饮,军安路78号,购物服务;购物相关场所;购物相关场所,4.2,[]
燎原夜市郝娟面食店,126.660511,45.767653,餐饮,燎原街附43-3(烟厂地铁站3号口步行340米),餐饮服务;中餐厅;中餐厅,3.9,64.00
三道街夜市,126.718218,45.790944,餐饮,道口三道街与哈东路交叉口南300米,餐饮服务;中餐厅;中餐厅,4.2,[]
跃兴街夜市,126.647027,45.679833,餐饮,跃兴街与哈平路辅路交叉口西20米,购物服务;购物相关场所;购物相关场所,4.1,[]
雪都夜市(宝兴购物广场店),127.983154,45.213681,餐饮,幸福家园南门东80米,餐饮服务;中餐厅;中餐厅,4.0,[]
金都街道恒大城夜市,126.993432,45.532619,餐饮,金都大街与山水大道交叉口东南约200米,风景名胜;风景名胜相关;旅游景点,4.0,[]
安固夜市(安和小区店),126.614225,45.754328,餐饮,安固街和安和街交叉口,购物服务;购物相关场所;购物相关场所,4.1,[]
宾西夜市,127.158825,45.753175,餐饮,致富路与学府路交叉口西160米,购物服务;购物相关场所;购物相关场所,4.0,18.00
力群路早夜市(一爱市集),126.533838,45.714985,餐饮,道里区康泰嘉园门市2栋19号,购物服务;购物相关场所;购物相关场所,4.1,[]
夜市大鸡排,128.835941,45.844413,餐饮,方正镇民安社区幸福家园12号楼南数第一屋(北数第32屋)一层,餐饮服务;餐饮相关场所;餐饮相关,3.7,[]
夜市美食,126.309533,45.371720,餐饮,文明街金融花园B栋1层1号,餐饮服务;餐饮相关场所;餐饮相关,3.9,[]
夜市小烧烤(红星凯悦店),126.556170,45.668214,餐饮,农机街18号红星凯悦2栋22门市,餐饮服务;中餐厅;特色/地方风味餐厅,3.8,[]
文政夜市,126.647125,45.730075,餐饮,文政街54号王兆小区,餐饮服务;餐饮相关场所;餐饮相关,3.7,[]
萍姐夜市炭火烤肉,126.558225,45.891325,餐饮,利民大道辅路与南京路交叉口西200米,餐饮服务;中餐厅;中餐厅,3.7,[]
兴林小夜市,127.110626,46.443490,餐饮,鸿安宾馆楼下,餐饮服务;中餐厅;中餐厅,3.4,[]
七早夜市,126.643568,45.787216,餐饮,大新街152号观澜宝邸小区,餐饮服务;中餐厅;中餐厅,3.6,[]
午市砂锅夜市烧烤,126.610075,45.711475,餐饮,第九六二医院西北门西210米,餐饮服务;中餐厅;中餐厅,3.2,[]
天香饺子坊(工农大街总店),126.561559,45.720438,餐饮,工农大街695号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,48.00
东方饺子王(林大店),126.643327,45.721145,餐饮,松新街11-1号,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,38.00
天香饺子坊(民生尚都瑞园店),126.521169,45.717914,餐饮,崂山路271号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,50.00
徐府老边饺子(乐松店),126.657653,45.714391,餐饮,幸福路6-1号家属楼,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,53.00
老广来饺子宝宇店,126.632492,45.783435,餐饮,宝宇天邑友谊东路816号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,69.00
天天饺子总店,126.673982,45.751633,餐饮,[],餐饮服务;中餐厅;特色/地方风味餐厅,4.7,63.00
东方饺子王(尚志店),126.622224,45.773290,餐饮,尚志大街168号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,49.00
老都一处饺子馆(道里店),126.622183,45.770294,餐饮,道里区西十三道街25号,餐饮服务;中餐厅;东北菜,4.5,54.00
振江熏酱饺子馆(健康乐园店),126.590629,45.732865,餐饮,乡里街93号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,44.00
沿江饺子馆,126.643834,45.791215,餐饮,钱塘街163号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,39.00
东方饺子王(81号店),126.619415,45.772451,餐饮,中央大街81号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,40.00
千口顺饺子府,126.611532,45.713808,餐饮,学府路29号-1号,餐饮服务;中餐厅;综合酒楼,4.6,48.00
独一处饺子熏酱酒馆(通顺街店),126.599885,45.737323,餐饮,通顺街25号-1-1层,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,48.00
老字号饺子王,126.611042,45.721493,餐饮,学府路4号(如家快捷酒店附近),餐饮服务;中餐厅;特色/地方风味餐厅,4.6,33.00
凤凤饺子城,126.631934,45.606856,餐饮,友协大街184号,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,52.00
福仁北京饺子(文府店),126.658092,45.742076,餐饮,文府街5号,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,55.00
独一处饺子(香林名苑店),126.682182,45.699285,餐饮,通乡街118号香林名苑,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,57.00
凌老师酸菜饺子哈尔滨大街店(新),126.587715,45.693427,餐饮,哈尔滨大街663号,餐饮服务;餐饮相关场所;餐饮相关,4.3,24.00
厨当家大馅饺子熏酱酒馆,126.623030,45.762228,餐饮,抚顺街八号(尚志大街地铁站3号口步行500米),餐饮服务;中餐厅;中餐厅,4.3,57.00
高家饺子(比乐街总店),126.662645,45.758942,餐饮,比乐街37号(建新街口),餐饮服务;中餐厅;特色/地方风味餐厅,4.5,48.00
东方饺子王(哈西店),126.585428,45.699977,餐饮,中兴大道168号万达广场(哈尔滨哈西店)3F层3069/3071A,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,48.00
独一处饺子熏酱酒馆(保健路店),126.634928,45.700047,餐饮,保健路61号(与征仪路交口),餐饮服务;餐饮相关场所;餐饮相关,4.4,37.00
饺子就酒新式水饺,126.568381,45.730489,餐饮,群力第七大道679号4栋,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,68.00
老上号饺子坊(三中店),126.975825,45.543349,餐饮,牌路大街456号,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,49.00
222饺子馆,126.640650,45.788007,餐饮,长春街222号,餐饮服务;快餐厅;快餐厅,4.5,46.00
东方饺子王(紫金城店),126.597583,45.740291,餐饮,新阳路811号紫金城旁,餐饮服务;中餐厅;特色/地方风味餐厅|餐饮服务;中餐厅;东北菜,4.6,52.00
清真饺子馆(长春街店),126.642835,45.789136,餐饮,长春街160-4号,餐饮服务;中餐厅;清真菜馆,4.5,44.00
庆王府饺子私房菜,126.662202,45.796007,餐饮,北环俊景1号地,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,32.00
社区饺子王,126.627352,45.723526,餐饮,林兴路林兴小区7栋,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,38.00
喜家德虾仁水饺(金爵万象店),126.583183,45.698781,餐饮,中兴左街2号金爵万象商业广场B2层B106号,餐饮服务;中餐厅;中餐厅,4.6,30.00
独一处饺子,126.596588,45.692967,餐饮,哈西大街445号,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,47.00
喜阿婆水饺自助(安和街总店),126.613750,45.754870,餐饮,安和街29号,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,25.00
柏记水饺(经纬中央大街索菲亚店),126.621913,45.767105,餐饮,经纬街85号,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,24.00
山里人野菜饺子馆(南头道街店),126.641361,45.781302,餐饮,南头道街26号,餐饮服务;餐饮相关场所;餐饮相关,4.5,52.00
独一处饺子(通达小区店),126.625765,45.735601,餐饮,通达街27号通达小区3栋1-3单元1层,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,52.00
东方饺子王(学府凯德店),126.609309,45.720627,餐饮,学府路1-1号凯德广场·学府B1层,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,49.00
山川饺子铺(红博中央公园店),126.696321,45.757187,餐饮,红旗大街339号红博中央公园B2层,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,31.00
利民饺子馆(南十六道街店),126.657167,45.784845,餐饮,太古街道南十六道街轩辕小区118号14门,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,36.00
口福饺子生活菜馆,126.695488,45.784550,餐饮,宏伟路46号,餐饮服务;中餐厅;特色/地方风味餐厅,4.1,49.00
喜家德虾仁水饺(嘉茂店),126.592216,45.734208,餐饮,埃德蒙路48号嘉茂凯德广场,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,32.00
独一处熏酱饺子,126.652416,45.788237,餐饮,南十四道街273号,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,45.00
老东方饺子王,126.621164,45.739332,餐饮,西大直街257号与汉祥路交口,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,34.00
红房子饺子,126.622735,45.713218,餐饮,学府三道街27-1(近科大小区),餐饮服务;中餐厅;特色/地方风味餐厅,4.3,20.00
柏记水饺(征仪路店),126.634315,45.697997,餐饮,大众新城小区103栋1-2层7号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,25.00
元泰轩饺子坊,126.611257,45.772579,餐饮,红霞街103号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,46.00
老孙水饺(果园街店),126.704752,45.731074,餐饮,果园街140-2号,餐饮服务;中餐厅;东北菜,4.5,31.00
老关东饺子坊,126.656582,45.711877,餐饮,电教街18号,餐饮服务;中餐厅;中餐厅,4.4,44.00
宾鹏饺子,126.632531,45.758780,餐饮,松花江街11号102商铺,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,14.00
柏记水饺(乐松店),126.649899,45.717572,餐饮,哈安街3号一层门市,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,30.00
喜家德虾仁水饺(西城红场店),126.591529,45.702696,餐饮,哈西大街299号西城红场B1层第B1031号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,37.00
酱骨口福饺子生活菜馆(湘江家园店),126.702725,45.741375,餐饮,新成街道成标街65号,餐饮服务;中餐厅;特色/地方风味餐厅,4.2,41.00
祥福瑞饺子馆(电塔家园店),126.669190,45.712566,餐饮,旭升街78号,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,45.00
高家饺子馆(人和街店),126.661465,45.760691,餐饮,人和街15号,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,34.00
刘开元水饺(森林人家店),126.662527,45.702135,餐饮,旭升南街27号(旭升街地铁站4号口步行50米),餐饮服务;中餐厅;特色/地方风味餐厅,4.5,46.00
独一处饺子(工大店),126.625440,45.741311,餐饮,贵新街136号西桥住宅小区,餐饮服务;快餐厅;快餐厅,4.3,25.00
喜家德虾仁水饺(果戈里大街店),126.660803,45.751188,餐饮,果戈里大街68号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,29.00
佰顺园清真饺子坊(哈尔滨中央大街店),126.614811,45.772874,餐饮,通江街95号佰顺园饺子坊红专街与红霞街中间,餐饮服务;中餐厅;清真菜馆,4.3,49.00
福仁北京饺子(革新街店),126.657350,45.750861,餐饮,革新街89号(工人文化宫地铁站2号口步行250米),餐饮服务;中餐厅;特色/地方风味餐厅,4.4,51.00
平安熏酱饺子馆,126.645056,45.790554,餐饮,长春街33号,餐饮服务;中餐厅;特色/地方风味餐厅,4.4,48.00
元源餐饮和味饺子(大众嘉园店),126.635968,45.699987,餐饮,保健路41号(征仪路地铁站2号口步行110米),餐饮服务;中餐厅;东北菜,4.5,50.00
喜家德虾仁水饺(太古大润发店),126.660746,45.782740,餐饮,滨江街甲17号门市大润发后门,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,35.00
鱼先生饺子坊,126.678168,45.724013,餐饮,香坊大街119号,餐饮服务;快餐厅;快餐厅,4.5,45.00
喜家德虾仁水饺(会展中心店),126.710308,45.757097,餐饮,信恒现代城美园A栋1-2层5号,餐饮服务;中餐厅;特色/地方风味餐厅,4.7,44.00
喜家德虾仁水饺(哈西服装城店),126.613019,45.706404,餐饮,学府路哈尔滨服装城楼下黑大1号地铁口,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,26.00
喜家德虾仁水饺(香坊店),126.694280,45.729324,餐饮,升永街122号(公滨路地铁站3A口步行410米),餐饮服务;中餐厅;特色/地方风味餐厅,4.6,35.00
喜家德虾仁水饺(哈尔滨松雷商业店),126.643739,45.759393,餐饮,东大直街329号201第负一层划定区域编号NGB1F034,餐饮服务;餐饮相关场所;餐饮相关,4.6,27.00
喜家德虾仁水饺(翡翠城店),126.571072,45.725699,餐饮,工农大街100号-1层1号家得乐超市一层,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,32.00
喜家德虾仁水饺(哈尔滨王府井店),126.566823,45.732951,餐饮,关东古巷,餐饮服务;中餐厅;中餐厅,4.5,26.00
喜家德虾仁水饺(辽阳店),126.653621,45.766049,餐饮,辽阳街52号(东大直街与辽阳街交口穆斯林医院东走10米宜园对面),餐饮服务;中餐厅;特色/地方风味餐厅,4.6,23.00
喜家德虾仁水饺(学府凯德店),126.609449,45.721248,餐饮,和兴路街道学府路1号凯德广场负一层B1-51J,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,25.00
喜家德虾仁水饺(宣化店),126.667419,45.772010,餐饮,宣化街468号宣化街与花园街交口北行70米,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,30.00
喜家德虾仁水饺(红旗mall店),126.628469,45.605328,餐饮,新疆大街117号,餐饮服务;快餐厅;快餐厅,4.5,30.00
喜家德虾仁水饺(哈特店),126.623584,45.740659,餐饮,西大直街198号骨伤科医院东行约40米,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,37.00
喜家德虾仁水饺(抚顺店),126.619056,45.754935,餐饮,抚顺街222号,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,31.00
喜家德虾仁水饺(医大六院店),126.627863,45.833632,餐饮,中源大道3930号绿地国博城城市展厅B108铺,餐饮服务;快餐厅;快餐厅,4.5,27.00
喜家德虾仁水饺(哈尔滨文化店),126.651101,45.739639,餐饮,文化街26号中德骨科医院南行约50米,餐饮服务;中餐厅;特色/地方风味餐厅,4.6,32.00
喜家德虾仁水饺(和兴店),126.612595,45.728854,餐饮,西大直街397号西大直街与和兴三道街交叉口,餐饮服务;中餐厅;特色/地方风味餐厅,4.5,37.00
喜家德虾仁水饺(哈尔滨哈站店),126.576858,45.706952,餐饮,哈尔滨西站里,餐饮服务;餐饮相关场所;餐饮相关,4.6,32.00
秋林饺子馆(秋林公司店),126.646063,45.760799,餐饮,东大直街319号秋林公司中厅穹顶环廊三楼(秋林小馆楼上),餐饮服务;餐饮相关场所;餐饮相关,4.1,41.00
琦峰酱骨饺子城(巴洛克店),126.641519,45.782094,餐饮,南二道街40号,餐饮服务;中餐厅;特色/地方风味餐厅,4.3,52.00
柏记水饺(平房店),126.627177,45.604963,餐饮,新友街13号综合商场(一、二层),餐饮服务;中餐厅;特色/地方风味餐厅,4.3,21.00
千口顺熏酱饺子馆(鸿朗花园2期店),126.598869,45.707783,餐饮,尤家街200号,餐饮服务;中餐厅;中餐厅,4.2,57.00
